Experiment 🧪,Model 🤗,Prefill (s),Per Token (s),Decode (tokens/s),Energy (tokens/kWh),Memory (MB),Backend 🏭,Precision 📥,Quantization 🗜️,Attention 👁️,Kernel ⚛️,Architecture 🏛️,End-to-End (s),Open LLM Score (%),Params (B)
float16-sdpa,stabilityai/stablelm-2-1_6b,0.021,0.0185180168151855,53.924,1072035.002,3474.148,pytorch,float16,Unquantized,SDPA,No Kernel,StableLmForCausalLM,1.173,5.22,1
4bit-awq-exllama-v1-fa2,stabilityai/stablelm-2-1_6b,0.236,0.0183602399826049,54.025,1247454.332,1578.807,pytorch,float16,AWQ.4bit,FAv2,No Kernel,StableLmForCausalLM,1.402,5.22,1
float32-sdpa,stabilityai/stablelm-2-1_6b,0.05,0.018080768585205,55.142,876027.238,6904.486,pytorch,float32,Unquantized,SDPA,No Kernel,StableLmForCausalLM,1.189,5.22,1
4bit-awq-gemv-sdpa,stabilityai/stablelm-2-1_6b,0.03,0.0180869121551513,55.514,1316449.191,1580.223,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,StableLmForCausalLM,1.161,5.22,1
bfloat16-sdpa,stabilityai/stablelm-2-1_6b,0.02,0.0178698234558105,55.555,1098717.246,3474.148,pytorch,bfloat16,Unquantized,SDPA,No Kernel,StableLmForCausalLM,1.147,5.22,1
4bit-awq-exllama-v2-sdpa,stabilityai/stablelm-2-1_6b,0.026,0.0168775672912597,58.948,1428980.759,1603.063,pytorch,float16,AWQ.4bit,SDPA,No Kernel,StableLmForCausalLM,1.094,5.22,1
4bit-awq-exllama-v1-sdpa,stabilityai/stablelm-2-1_6b,0.233,0.0162114715576171,61.417,1387198.56,1578.807,pytorch,float16,AWQ.4bit,SDPA,No Kernel,StableLmForCausalLM,1.257,5.22,1
8bit-bnb-fa2,Qwen/Qwen1.5-0.5B,0.089,0.0874024963378906,11.481,321619.138,1096.745,pytorch,float16,BnB.8bit,FAv2,No Kernel,Qwen2ForCausalLM,5.565,5.14,0
4bit-awq-gemm-fa2,Qwen/Qwen1.5-0.5B,0.087,0.08542822265625,11.644,248978.616,942.608,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,Qwen2ForCausalLM,5.489,5.14,0
4bit-awq-gemm-eager,Qwen/Qwen1.5-0.5B,0.088,0.0867522583007812,11.648,248134.35,942.608,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,Qwen2ForCausalLM,5.539,5.14,0
4bit-awq-gemm-sdpa,Qwen/Qwen1.5-0.5B,0.087,0.0862248992919921,11.67,255601.447,942.608,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,Qwen2ForCausalLM,5.478,5.14,0
8bit-bnb-eager,Qwen/Qwen1.5-0.5B,0.085,0.0841533432006836,11.894,329987.451,1096.74,pytorch,float16,BnB.8bit,Eager,No Kernel,Qwen2ForCausalLM,5.386,5.14,0
8bit-bnb-sdpa,Qwen/Qwen1.5-0.5B,0.085,0.0836746253967285,11.935,343350.234,1096.745,pytorch,float16,BnB.8bit,SDPA,No Kernel,Qwen2ForCausalLM,5.359,5.14,0
8bit-bnb-fa2,Qwen/Qwen1.5-0.5B,0.084,0.0831918106079101,11.94,328549.227,1096.74,pytorch,float16,BnB.8bit,FAv2,No Kernel,Qwen2ForCausalLM,5.356,5.14,0
8bit-bnb-eager,Qwen/Qwen1.5-0.5B,0.086,0.0832102394104003,11.955,332052.051,1096.745,pytorch,float16,BnB.8bit,Eager,No Kernel,Qwen2ForCausalLM,5.357,5.14,0
8bit-bnb-sdpa,Qwen/Qwen1.5-0.5B,0.083,0.0808345565795898,12.264,341867.305,1096.74,pytorch,float16,BnB.8bit,SDPA,No Kernel,Qwen2ForCausalLM,5.214,5.14,0
4bit-gptq-exllama-v1-fa2,Qwen/Qwen1.5-0.5B,0.052,0.0517611503601074,19.432,422883.161,943.923,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,Qwen2ForCausalLM,3.307,5.14,0
4bit-gptq-exllama-v2-fa2,Qwen/Qwen1.5-0.5B,0.052,0.0513607025146484,19.593,421181.58,943.923,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,Qwen2ForCausalLM,3.287,5.14,0
4bit-gptq-exllama-v1-eager,Qwen/Qwen1.5-0.5B,0.053,0.0507351036071777,19.869,427708.119,943.923,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Qwen2ForCausalLM,3.237,5.14,0
4bit-bnb-fa2,Qwen/Qwen1.5-0.5B,0.062,0.0491397438049316,20.126,556126.129,943.535,pytorch,float16,BnB.4bit,FAv2,No Kernel,Qwen2ForCausalLM,3.185,5.14,0
4bit-bnb-eager,Qwen/Qwen1.5-0.5B,0.064,0.0492820472717285,20.145,541821.104,943.535,pytorch,float16,BnB.4bit,Eager,No Kernel,Qwen2ForCausalLM,3.194,5.14,0
4bit-gptq-exllama-v2-eager,Qwen/Qwen1.5-0.5B,0.052,0.0494233589172363,20.197,429446.264,943.923,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Qwen2ForCausalLM,3.176,5.14,0
4bit-gptq-exllama-v1-sdpa,Qwen/Qwen1.5-0.5B,0.05,0.0489953269958496,20.583,445335.754,943.923,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,Qwen2ForCausalLM,3.124,5.14,0
4bit-gptq-exllama-v2-sdpa,Qwen/Qwen1.5-0.5B,0.05,0.048408576965332,20.776,436390.806,943.923,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,Qwen2ForCausalLM,3.087,5.14,0
4bit-bnb-sdpa,Qwen/Qwen1.5-0.5B,0.06,0.0467988471984863,21.127,576845.673,943.535,pytorch,float16,BnB.4bit,SDPA,No Kernel,Qwen2ForCausalLM,3.016,5.14,0
4bit-bnb-eager,Qwen/Qwen1.5-0.5B,0.056,0.0417459201812744,23.995,678861.554,957.78,pytorch,float16,BnB.4bit,Eager,No Kernel,Qwen2ForCausalLM,2.672,5.14,0
4bit-bnb-fa2,Qwen/Qwen1.5-0.5B,0.054,0.0404889583587646,24.499,661933.291,957.78,pytorch,float16,BnB.4bit,FAv2,No Kernel,Qwen2ForCausalLM,2.626,5.14,0
4bit-bnb-sdpa,Qwen/Qwen1.5-0.5B,0.052,0.0382289924621582,26.237,727306.032,957.78,pytorch,float16,BnB.4bit,SDPA,No Kernel,Qwen2ForCausalLM,2.458,5.14,0
4bit-awq-gemm-fa2,Qwen/Qwen1.5-0.5B,0.032,0.0305996799468994,32.745,875186.589,942.613,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,Qwen2ForCausalLM,1.957,5.14,0
4bit-awq-gemm-eager,Qwen/Qwen1.5-0.5B,0.033,0.0305756158828735,32.876,898191.719,942.613,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,Qwen2ForCausalLM,1.957,5.14,0
4bit-awq-gemm-sdpa,Qwen/Qwen1.5-0.5B,0.029,0.0274426879882812,36.365,971203.623,942.613,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,Qwen2ForCausalLM,1.762,5.14,0
bfloat16-fa2,Qwen/Qwen1.5-0.5B,0.026,0.0243942403793334,40.913,1057180.417,1426.277,pytorch,bfloat16,Unquantized,FAv2,No Kernel,Qwen2ForCausalLM,1.566,5.14,0
float16-fa2,Qwen/Qwen1.5-0.5B,0.026,0.0243998718261718,41.32,1040929.778,1426.277,pytorch,float16,Unquantized,FAv2,No Kernel,Qwen2ForCausalLM,1.553,5.14,0
4bit-awq-gemv-eager,Qwen/Qwen1.5-0.5B,0.028,0.0237675523757934,42.121,1173390.107,942.736,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,Qwen2ForCausalLM,1.529,5.14,0
bfloat16-eager,Qwen/Qwen1.5-0.5B,0.026,0.0237132806777954,42.276,1088386.576,1426.277,pytorch,bfloat16,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,1.516,5.14,0
4bit-awq-gemv-fa2,Qwen/Qwen1.5-0.5B,0.027,0.0233886728286743,42.476,1068978.652,942.736,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,Qwen2ForCausalLM,1.51,5.14,0
4bit-gptq-exllama-v1-fa2,Qwen/Qwen1.5-0.5B,0.028,0.02309836769104,43.555,1177820.123,949.241,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,Qwen2ForCausalLM,1.487,5.14,0
float16-eager,Qwen/Qwen1.5-0.5B,0.025,0.0226478080749511,43.843,1109206.101,1426.277,pytorch,float16,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,1.46,5.14,0
4bit-awq-exllama-v2-fa2,Qwen/Qwen1.5-0.5B,0.028,0.0226933765411377,44.05,1119679.304,949.102,pytorch,float16,AWQ.4bit,FAv2,No Kernel,Qwen2ForCausalLM,1.455,5.14,0
4bit-awq-gemv-eager,Qwen/Qwen1.5-0.5B,0.027,0.0225269756317138,44.118,1092436.722,942.736,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,Qwen2ForCausalLM,1.456,5.14,0
4bit-gptq-exllama-v2-fa2,Qwen/Qwen1.5-0.5B,0.028,0.0225873928070068,44.52,1160889.859,949.241,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,Qwen2ForCausalLM,1.446,5.14,0
4bit-awq-exllama-v1-fa2,Qwen/Qwen1.5-0.5B,0.074,0.0221475839614868,45.008,1110293.949,942.613,pytorch,float16,AWQ.4bit,FAv2,No Kernel,Qwen2ForCausalLM,1.476,5.14,0
4bit-awq-exllama-v2-eager,Qwen/Qwen1.5-0.5B,0.028,0.0221957120895385,45.073,1198035.46,949.102,pytorch,float16,AWQ.4bit,Eager,No Kernel,Qwen2ForCausalLM,1.426,5.14,0
4bit-gptq-exllama-v2-eager,Qwen/Qwen1.5-0.5B,0.028,0.0218286075592041,45.995,1196574.552,949.241,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Qwen2ForCausalLM,1.402,5.14,0
float32-eager,Qwen/Qwen1.5-0.5B,0.026,0.0217610244750976,46.347,1050643.982,2552.89,pytorch,float32,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,1.388,5.14,0
4bit-awq-exllama-v1-eager,Qwen/Qwen1.5-0.5B,0.068,0.0220231685638427,46.362,1223315.447,942.613,pytorch,float16,AWQ.4bit,Eager,No Kernel,Qwen2ForCausalLM,1.43,5.14,0
4bit-awq-exllama-v2-eager,Qwen/Qwen1.5-0.5B,0.027,0.0212992000579834,46.49,1222167.13,949.102,pytorch,float16,AWQ.4bit,Eager,No Kernel,Qwen2ForCausalLM,1.38,5.14,0
bfloat16-eager,Qwen/Qwen1.5-0.5B,0.023,0.0209909763336181,46.792,1226610.851,1426.272,pytorch,bfloat16,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,1.354,5.14,0
float16-fa2,Qwen/Qwen1.5-0.5B,0.022,0.0211701755523681,47.001,1209848.443,1426.272,pytorch,float16,Unquantized,FAv2,No Kernel,Qwen2ForCausalLM,1.35,5.14,0
4bit-awq-exllama-v1-eager,Qwen/Qwen1.5-0.5B,0.068,0.0211870718002319,47.124,1202287.553,942.613,pytorch,float16,AWQ.4bit,Eager,No Kernel,Qwen2ForCausalLM,1.404,5.14,0
bfloat16-fa2,Qwen/Qwen1.5-0.5B,0.022,0.0211220474243164,47.15,1203867.471,1426.272,pytorch,bfloat16,Unquantized,FAv2,No Kernel,Qwen2ForCausalLM,1.356,5.14,0
4bit-gptq-exllama-v1-eager,Qwen/Qwen1.5-0.5B,0.027,0.0213483524322509,47.331,1199010.674,949.241,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Qwen2ForCausalLM,1.363,5.14,0
4bit-awq-gemv-sdpa,Qwen/Qwen1.5-0.5B,0.024,0.0209920005798339,47.825,1291666.048,942.736,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,Qwen2ForCausalLM,1.347,5.14,0
float16-eager,Qwen/Qwen1.5-0.5B,0.022,0.0207196159362792,48.046,1230570.398,1426.272,pytorch,float16,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,1.332,5.14,0
float16-sdpa,Qwen/Qwen1.5-0.5B,0.021,0.0206264324188232,48.691,1306721.098,1426.272,pytorch,float16,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.32,5.14,0
float16-sdpa,Qwen/Qwen1.5-0.5B,0.022,0.020582911491394,48.851,1211249.42,1426.277,pytorch,float16,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.309,5.14,0
float32-eager,Qwen/Qwen1.5-0.5B,0.024,0.0203458557128906,48.966,1141689.785,2600.839,pytorch,float32,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,1.311,5.14,0
4bit-awq-gemv-sdpa,Qwen/Qwen1.5-0.5B,0.024,0.020353024482727,48.987,1271678.781,942.736,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,Qwen2ForCausalLM,1.312,5.14,0
bfloat16-sdpa,Qwen/Qwen1.5-0.5B,0.022,0.0201579523086547,49.129,1201055.92,1426.277,pytorch,bfloat16,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.307,5.14,0
4bit-awq-exllama-v1-sdpa,Qwen/Qwen1.5-0.5B,0.067,0.0197975034713745,51.12,1368808.514,942.613,pytorch,float16,AWQ.4bit,SDPA,No Kernel,Qwen2ForCausalLM,1.313,5.14,0
4bit-gptq-exllama-v2-sdpa,Qwen/Qwen1.5-0.5B,0.024,0.0196147193908691,51.2,1351674.151,949.241,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,Qwen2ForCausalLM,1.263,5.14,0
float32-sdpa,Qwen/Qwen1.5-0.5B,0.023,0.0196055040359497,51.262,1140746.447,2552.89,pytorch,float32,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.258,5.14,0
4bit-awq-exllama-v2-sdpa,Qwen/Qwen1.5-0.5B,0.024,0.0192419834136962,51.498,1324999.661,949.102,pytorch,float16,AWQ.4bit,SDPA,No Kernel,Qwen2ForCausalLM,1.245,5.14,0
4bit-awq-exllama-v1-sdpa,Qwen/Qwen1.5-0.5B,0.067,0.0194314231872558,51.759,1290249.542,942.613,pytorch,float16,AWQ.4bit,SDPA,No Kernel,Qwen2ForCausalLM,1.287,5.14,0
float32-sdpa,Qwen/Qwen1.5-0.5B,0.023,0.0193003520965576,52.204,1188028.759,2600.839,pytorch,float32,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.23,5.14,0
4bit-awq-exllama-v2-sdpa,Qwen/Qwen1.5-0.5B,0.024,0.0190433273315429,52.208,1362403.272,949.102,pytorch,float16,AWQ.4bit,SDPA,No Kernel,Qwen2ForCausalLM,1.229,5.14,0
bfloat16-sdpa,Qwen/Qwen1.5-0.5B,0.02,0.0189276790618896,52.527,1343812.508,1426.272,pytorch,bfloat16,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.214,5.14,0
4bit-gptq-exllama-v1-sdpa,Qwen/Qwen1.5-0.5B,0.023,0.0185599994659423,53.601,1335675.373,949.241,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,Qwen2ForCausalLM,1.196,5.14,0
4bit-awq-gemm-eager,EleutherAI/pythia-410m,0.062,0.0605870094299316,16.616,330718.317,659.033,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTNeoXForCausalLM,3.87,5.11,0
8bit-bnb-eager,EleutherAI/pythia-410m,0.059,0.0581370887756347,17.215,489241.301,747.188,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTNeoXForCausalLM,3.721,5.11,0
8bit-bnb-eager,EleutherAI/pythia-410m,0.056,0.0571115531921386,17.527,491005.85,769.382,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTNeoXForCausalLM,3.644,5.11,0
4bit-awq-gemm-fa2,EleutherAI/pythia-410m,0.057,0.0561131515502929,17.662,344796.179,659.032,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTNeoXForCausalLM,3.609,5.11,0
4bit-awq-gemm-sdpa,EleutherAI/pythia-410m,0.056,0.0559022064208984,17.72,345799.668,634.12,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,GPTNeoXForCausalLM,3.605,5.11,0
8bit-bnb-fa2,EleutherAI/pythia-410m,0.054,0.0545228805541992,18.494,513078.012,775.103,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTNeoXForCausalLM,3.469,5.11,0
8bit-bnb-fa2,EleutherAI/pythia-410m,0.053,0.0530944004058837,18.659,519340.961,749.293,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTNeoXForCausalLM,3.405,5.11,0
8bit-bnb-sdpa,EleutherAI/pythia-410m,0.053,0.0531671028137207,18.834,511280.922,749.293,pytorch,float16,BnB.8bit,SDPA,No Kernel,GPTNeoXForCausalLM,3.383,5.11,0
8bit-bnb-sdpa,EleutherAI/pythia-410m,0.052,0.0522772483825683,19.03,497176.122,751.401,pytorch,float16,BnB.8bit,SDPA,No Kernel,GPTNeoXForCausalLM,3.362,5.11,0
4bit-bnb-eager,EleutherAI/pythia-410m,0.045,0.0376258544921875,26.392,711328.31,622.611,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTNeoXForCausalLM,2.428,5.11,0
4bit-gptq-exllama-v1-eager,EleutherAI/pythia-410m,0.037,0.0366284790039062,27.336,544799.497,644.02,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTNeoXForCausalLM,2.348,5.11,0
4bit-bnb-fa2,EleutherAI/pythia-410m,0.042,0.0359710731506347,27.983,777208.944,622.924,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTNeoXForCausalLM,2.294,5.11,0
4bit-gptq-exllama-v2-eager,EleutherAI/pythia-410m,0.036,0.034853889465332,28.545,543417.639,644.02,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTNeoXForCausalLM,2.244,5.11,0
4bit-gptq-exllama-v2-sdpa,EleutherAI/pythia-410m,0.033,0.0342958068847656,29.186,572103.742,617.915,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,GPTNeoXForCausalLM,2.185,5.11,0
4bit-bnb-eager,EleutherAI/pythia-410m,0.041,0.034473440170288,29.272,803631.355,611.074,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTNeoXForCausalLM,2.203,5.11,0
4bit-bnb-sdpa,EleutherAI/pythia-410m,0.04,0.0339005432128906,29.348,771207.393,597.057,pytorch,float16,BnB.4bit,SDPA,No Kernel,GPTNeoXForCausalLM,2.183,5.11,0
4bit-gptq-exllama-v1-fa2,EleutherAI/pythia-410m,0.034,0.0328253440856933,30.362,582969.335,644.019,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTNeoXForCausalLM,2.111,5.11,0
4bit-gptq-exllama-v2-fa2,EleutherAI/pythia-410m,0.033,0.0321761283874511,30.848,575216.192,644.019,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTNeoXForCausalLM,2.072,5.11,0
4bit-gptq-exllama-v1-sdpa,EleutherAI/pythia-410m,0.033,0.0320860176086425,31.084,573054.127,617.915,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,GPTNeoXForCausalLM,2.058,5.11,0
4bit-bnb-fa2,EleutherAI/pythia-410m,0.038,0.0311070728302001,32.076,910066.313,611.074,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTNeoXForCausalLM,2.001,5.11,0
4bit-bnb-sdpa,EleutherAI/pythia-410m,0.037,0.0299842557907104,33.641,923294.582,611.074,pytorch,float16,BnB.4bit,SDPA,No Kernel,GPTNeoXForCausalLM,1.931,5.11,0
4bit-awq-gemm-eager,EleutherAI/pythia-410m,0.028,0.0267028484344482,37.541,1027000.826,597.192,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTNeoXForCausalLM,1.715,5.11,0
4bit-awq-gemv-eager,EleutherAI/pythia-410m,0.025,0.0226851835250854,44.054,1221520.696,597.192,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,GPTNeoXForCausalLM,1.456,5.11,0
4bit-awq-gemm-sdpa,EleutherAI/pythia-410m,0.023,0.0225233926773071,44.312,1222616.052,597.192,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,GPTNeoXForCausalLM,1.445,5.11,0
4bit-awq-gemm-fa2,EleutherAI/pythia-410m,0.023,0.0219924488067626,44.982,1205885.274,597.192,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTNeoXForCausalLM,1.425,5.11,0
4bit-awq-gemv-eager,EleutherAI/pythia-410m,0.024,0.0210837116241455,46.795,1269218.385,597.192,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,GPTNeoXForCausalLM,1.363,5.11,0
4bit-awq-exllama-v2-eager,EleutherAI/pythia-410m,0.024,0.0208179674148559,47.408,1296799.588,607.711,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPTNeoXForCausalLM,1.349,5.11,0
4bit-awq-exllama-v1-eager,EleutherAI/pythia-410m,0.069,0.021088768005371,47.599,1237696.436,597.29,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPTNeoXForCausalLM,1.393,5.11,0
4bit-awq-exllama-v1-eager,EleutherAI/pythia-410m,0.069,0.0206817283630371,48.178,1220756.201,597.29,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPTNeoXForCausalLM,1.376,5.11,0
float16-eager,EleutherAI/pythia-410m,0.022,0.0208220157623291,48.244,1267068.908,1032.767,pytorch,float16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.332,5.11,0
4bit-awq-exllama-v2-eager,EleutherAI/pythia-410m,0.023,0.0204687366485595,48.625,1305646.76,607.711,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPTNeoXForCausalLM,1.318,5.11,0
bfloat16-eager,EleutherAI/pythia-410m,0.021,0.0204103679656982,48.837,1281116.967,1032.767,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.311,5.11,0
4bit-gptq-exllama-v2-eager,EleutherAI/pythia-410m,0.023,0.0205342559814453,49.599,1333629.829,605.086,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTNeoXForCausalLM,1.289,5.11,0
4bit-gptq-exllama-v1-eager,EleutherAI/pythia-410m,0.023,0.0194811038970947,50.732,1314783.24,605.086,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTNeoXForCausalLM,1.261,5.11,0
4bit-awq-gemv-fa2,EleutherAI/pythia-410m,0.021,0.0190443515777587,52.45,1457185.929,597.192,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,GPTNeoXForCausalLM,1.223,5.11,0
4bit-awq-gemv-fa2,EleutherAI/pythia-410m,0.021,0.0190105590820312,52.549,1456127.869,597.192,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,GPTNeoXForCausalLM,1.222,5.11,0
float32-eager,EleutherAI/pythia-410m,0.021,0.0185292797088623,53.534,1215085.169,1895.8,pytorch,float32,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.197,5.11,0
float16-eager,EleutherAI/pythia-410m,0.02,0.0185016002655029,53.665,1396746.848,1058.88,pytorch,float16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.189,5.11,0
4bit-awq-exllama-v2-fa2,EleutherAI/pythia-410m,0.021,0.018534912109375,53.76,1544787.614,607.711,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPTNeoXForCausalLM,1.192,5.11,0
bfloat16-eager,EleutherAI/pythia-410m,0.019,0.0183910408020019,54.163,1402107.751,1058.88,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.181,5.11,0
float32-eager,EleutherAI/pythia-410m,0.021,0.0184248008728027,54.785,1300586.911,1948.841,pytorch,float32,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.175,5.11,0
4bit-awq-gemv-sdpa,EleutherAI/pythia-410m,0.02,0.0177761278152465,56.048,1535823.191,597.192,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,GPTNeoXForCausalLM,1.142,5.11,0
4bit-awq-gemv-sdpa,EleutherAI/pythia-410m,0.019,0.0176030721664428,56.095,1479635.226,597.192,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,GPTNeoXForCausalLM,1.139,5.11,0
4bit-awq-exllama-v1-fa2,EleutherAI/pythia-410m,0.064,0.0174868488311767,56.607,1492908.339,597.29,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPTNeoXForCausalLM,1.176,5.11,0
float16-fa2,EleutherAI/pythia-410m,0.018,0.0171878395080566,57.192,1446473.886,1033.282,pytorch,float16,Unquantized,FAv2,No Kernel,GPTNeoXForCausalLM,1.121,5.11,0
4bit-awq-exllama-v2-fa2,EleutherAI/pythia-410m,0.02,0.0173209600448608,57.342,1518706.832,607.711,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPTNeoXForCausalLM,1.119,5.11,0
4bit-awq-exllama-v2-sdpa,EleutherAI/pythia-410m,0.02,0.0174704647064209,57.404,1572689.739,607.711,pytorch,float16,AWQ.4bit,SDPA,No Kernel,GPTNeoXForCausalLM,1.121,5.11,0
bfloat16-fa2,EleutherAI/pythia-410m,0.018,0.0173962240219116,57.571,1425817.008,1033.282,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPTNeoXForCausalLM,1.113,5.11,0
4bit-awq-exllama-v1-fa2,EleutherAI/pythia-410m,0.064,0.0172200956344604,57.649,1502436.579,597.29,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPTNeoXForCausalLM,1.156,5.11,0
4bit-awq-exllama-v1-sdpa,EleutherAI/pythia-410m,0.064,0.0169118556976318,58.518,1581115.136,597.29,pytorch,float16,AWQ.4bit,SDPA,No Kernel,GPTNeoXForCausalLM,1.136,5.11,0
4bit-gptq-exllama-v1-fa2,EleutherAI/pythia-410m,0.019,0.0170101766586303,58.883,1585755.017,605.086,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTNeoXForCausalLM,1.086,5.11,0
float16-sdpa,EleutherAI/pythia-410m,0.018,0.0169722871780395,59.329,1539081.327,1033.282,pytorch,float16,Unquantized,SDPA,No Kernel,GPTNeoXForCausalLM,1.081,5.11,0
bfloat16-fa2,EleutherAI/pythia-410m,0.017,0.01680588722229,59.601,1546297.184,1059.395,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPTNeoXForCausalLM,1.078,5.11,0
4bit-awq-exllama-v2-sdpa,EleutherAI/pythia-410m,0.019,0.0165324640274047,60.176,1610939.729,607.711,pytorch,float16,AWQ.4bit,SDPA,No Kernel,GPTNeoXForCausalLM,1.066,5.11,0
4bit-gptq-exllama-v2-sdpa,EleutherAI/pythia-410m,0.019,0.0165883045196533,60.255,1583778.668,605.086,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,GPTNeoXForCausalLM,1.066,5.11,0
4bit-awq-exllama-v1-sdpa,EleutherAI/pythia-410m,0.064,0.0164444160461425,60.338,1556997.938,597.29,pytorch,float16,AWQ.4bit,SDPA,No Kernel,GPTNeoXForCausalLM,1.107,5.11,0
4bit-gptq-exllama-v1-sdpa,EleutherAI/pythia-410m,0.019,0.0165023040771484,60.426,1574772.22,605.086,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,GPTNeoXForCausalLM,1.063,5.11,0
