Experiment 🧪,Model 🤗,Prefill (s),Per Token (s),Decode (tokens/s),Energy (tokens/kWh),Memory (MB),Backend 🏭,Precision 📥,Quantization 🗜️,Attention 👁️,Kernel ⚛️,Architecture 🏛️,End-to-End (s),Open LLM Score (%),Params (B)
4bit-gptq-exllama-v2-sdpa,EleutherAI/pythia-160m,0.01,0.0086865921020507,116.036,3090542.645,317.953,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,GPTNeoXForCausalLM,0.556,5.62,0
float32-sdpa,EleutherAI/pythia-160m,0.009,0.0077414398193359,127.608,2954900.28,809.963,pytorch,float32,Unquantized,SDPA,No Kernel,GPTNeoXForCausalLM,0.498,5.62,0
8bit-bnb-eager,openai-community/gpt2-large,0.079,0.0777851486206054,12.735,352213.756,1040.841,pytorch,float16,BnB.8bit,Eager,No Kernel,GPT2LMHeadModel,4.974,5.48,0
8bit-bnb-fa2,openai-community/gpt2-large,0.074,0.0758497314453125,13.327,372451.955,1039.858,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPT2LMHeadModel,4.819,5.48,0
8bit-bnb-sdpa,openai-community/gpt2-large,0.071,0.0724090881347656,13.757,367387.286,1013.676,pytorch,float16,BnB.8bit,SDPA,No Kernel,GPT2LMHeadModel,4.652,5.48,0
4bit-bnb-eager,openai-community/gpt2-large,0.061,0.0507340812683105,19.915,528063.242,705.605,pytorch,float16,BnB.4bit,Eager,No Kernel,GPT2LMHeadModel,3.237,5.48,0
4bit-gptq-exllama-v2-eager,openai-community/gpt2-large,0.05,0.0483368949890136,20.727,342591.012,733.635,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPT2LMHeadModel,3.092,5.48,0
4bit-bnb-fa2,openai-community/gpt2-large,0.056,0.0478873596191406,21.168,580942.953,705.604,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPT2LMHeadModel,3.038,5.48,0
4bit-gptq-exllama-v1-eager,openai-community/gpt2-large,0.048,0.0460738563537597,21.634,353302.238,733.635,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPT2LMHeadModel,2.959,5.48,0
4bit-bnb-sdpa,openai-community/gpt2-large,0.056,0.0465459213256835,21.809,565095.433,684.102,pytorch,float16,BnB.4bit,SDPA,No Kernel,GPT2LMHeadModel,2.944,5.48,0
4bit-gptq-exllama-v2-fa2,openai-community/gpt2-large,0.046,0.0456652793884277,22.028,353024.453,733.634,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPT2LMHeadModel,2.927,5.48,0
4bit-gptq-exllama-v1-fa2,openai-community/gpt2-large,0.046,0.0453263359069824,22.075,361664.953,733.634,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPT2LMHeadModel,2.903,5.48,0
4bit-gptq-exllama-v1-sdpa,openai-community/gpt2-large,0.044,0.0416215057373046,23.88,367155.638,708.003,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,GPT2LMHeadModel,2.681,5.48,0
4bit-gptq-exllama-v2-sdpa,openai-community/gpt2-large,0.044,0.0411678733825683,24.203,366181.998,708.003,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,GPT2LMHeadModel,2.646,5.48,0
float16-eager,openai-community/gpt2-large,0.025,0.0236697597503662,42.43,1011234.426,1740.086,pytorch,float16,Unquantized,Eager,No Kernel,GPT2LMHeadModel,1.511,5.48,0
bfloat16-eager,openai-community/gpt2-large,0.024,0.0236697597503662,42.583,999761.823,1740.086,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPT2LMHeadModel,1.51,5.48,0
float32-eager,openai-community/gpt2-large,0.036,0.0232273921966552,43.401,888363.388,3508.287,pytorch,float32,Unquantized,Eager,No Kernel,GPT2LMHeadModel,1.492,5.48,0
4bit-awq-exllama-v2-eager,openai-community/gpt2-large,0.025,0.022564863204956,44.289,1070640.688,1740.092,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPT2LMHeadModel,1.447,5.48,0
4bit-awq-exllama-v1-eager,openai-community/gpt2-large,0.024,0.0223784637451171,45.034,1065623.123,1740.092,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPT2LMHeadModel,1.423,5.48,0
4bit-awq-gemm-eager,openai-community/gpt2-large,0.024,0.0222586879730224,45.041,1096627.032,1740.092,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPT2LMHeadModel,1.429,5.48,0
4bit-awq-gemv-eager,openai-community/gpt2-large,0.024,0.0221870079040527,45.21,1085759.34,1740.092,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,GPT2LMHeadModel,1.416,5.48,0
float16-fa2,openai-community/gpt2-large,0.021,0.0203407363891601,49.32,1159216.795,1740.08,pytorch,float16,Unquantized,FAv2,No Kernel,GPT2LMHeadModel,1.305,5.48,0
bfloat16-fa2,openai-community/gpt2-large,0.02,0.0200847358703613,49.705,1162354.264,1740.08,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPT2LMHeadModel,1.287,5.48,0
4bit-awq-gemm-fa2,openai-community/gpt2-large,0.02,0.0188938236236572,52.901,1258674.227,1740.085,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPT2LMHeadModel,1.212,5.48,0
4bit-awq-exllama-v2-fa2,openai-community/gpt2-large,0.019,0.0184770565032959,53.538,1239198.148,1740.085,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPT2LMHeadModel,1.195,5.48,0
4bit-awq-gemv-fa2,openai-community/gpt2-large,0.019,0.0181606407165527,54.523,1248298.244,1740.085,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,GPT2LMHeadModel,1.172,5.48,0
4bit-awq-exllama-v1-fa2,openai-community/gpt2-large,0.019,0.0181340160369873,54.587,1247833.231,1740.085,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPT2LMHeadModel,1.168,5.48,0
4bit-awq-exllama-v2-sdpa,openai-community/gpt2-large,0.019,0.0181872634887695,55.169,1350251.779,1714.455,pytorch,float16,AWQ.4bit,SDPA,No Kernel,GPT2LMHeadModel,1.168,5.48,0
float16-sdpa,openai-community/gpt2-large,0.019,0.0181565437316894,55.311,1205095.801,1714.455,pytorch,float16,Unquantized,SDPA,No Kernel,GPT2LMHeadModel,1.166,5.48,0
4bit-awq-exllama-v1-sdpa,openai-community/gpt2-large,0.019,0.0179793910980224,55.635,1348743.622,1714.455,pytorch,float16,AWQ.4bit,SDPA,No Kernel,GPT2LMHeadModel,1.151,5.48,0
4bit-awq-gemm-sdpa,openai-community/gpt2-large,0.018,0.0177766399383544,56.631,1318840.554,1714.455,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,GPT2LMHeadModel,1.131,5.48,0
bfloat16-sdpa,openai-community/gpt2-large,0.017,0.0173752326965332,56.934,1260944.989,1714.455,pytorch,bfloat16,Unquantized,SDPA,No Kernel,GPT2LMHeadModel,1.123,5.48,0
float32-sdpa,openai-community/gpt2-large,0.033,0.0173424644470214,57.495,1090257.114,3457.678,pytorch,float32,Unquantized,SDPA,No Kernel,GPT2LMHeadModel,1.127,5.48,0
4bit-awq-gemv-sdpa,openai-community/gpt2-large,0.018,0.0168857917785644,58.365,1401133.638,1714.455,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,GPT2LMHeadModel,1.093,5.48,0
4bit-awq-gemm-eager,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.242,0.2204876861572265,4.534,63393.065,2632.492,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTNeoXForCausalLM,14.135,5.43,3
4bit-awq-gemm-fa2,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.233,0.2150584259033203,4.649,63057.412,2632.491,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTNeoXForCausalLM,13.783,5.43,3
4bit-awq-gemm-sdpa,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.233,0.2150072326660156,4.65,65872.888,2606.771,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,GPTNeoXForCausalLM,13.781,5.43,3
4bit-gptq-exllama-v2-eager,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.138,0.1188587493896484,8.411,113209.983,2525.752,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTNeoXForCausalLM,7.628,5.43,3
4bit-gptq-exllama-v1-eager,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.138,0.1187809295654296,8.416,116618.829,2525.752,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTNeoXForCausalLM,7.623,5.43,3
4bit-gptq-exllama-v1-sdpa,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.129,0.1126707229614257,8.875,116033.159,2499.637,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,GPTNeoXForCausalLM,7.227,5.43,3
4bit-gptq-exllama-v2-sdpa,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.129,0.1126348800659179,8.877,115648.442,2499.637,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,GPTNeoXForCausalLM,7.226,5.43,3
4bit-gptq-exllama-v2-fa2,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.129,0.1126082534790039,8.88,115283.427,2525.751,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTNeoXForCausalLM,7.223,5.43,3
4bit-gptq-exllama-v1-fa2,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.129,0.112574462890625,8.882,115286.574,2525.751,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTNeoXForCausalLM,7.222,5.43,3
8bit-bnb-eager,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.077,0.0753674240112304,13.175,341058.926,3664.589,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTNeoXForCausalLM,4.84,5.43,3
8bit-bnb-fa2,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.072,0.0719769592285156,13.821,357732.022,3663.499,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTNeoXForCausalLM,4.614,5.43,3
8bit-bnb-sdpa,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.071,0.0703713302612304,14.087,351115.872,3637.643,pytorch,float16,BnB.8bit,SDPA,No Kernel,GPTNeoXForCausalLM,4.531,5.43,3
4bit-bnb-eager,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.148,0.0507249298095703,19.543,461225.422,2391.641,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTNeoXForCausalLM,3.367,5.43,3
4bit-bnb-fa2,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.136,0.0464261131286621,21.315,507159.796,2391.641,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTNeoXForCausalLM,3.081,5.43,3
4bit-bnb-sdpa,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.136,0.0449535675048828,22.144,503699.857,2391.646,pytorch,float16,BnB.4bit,SDPA,No Kernel,GPTNeoXForCausalLM,2.979,5.43,3
float32-eager,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.101,0.0301803512573242,33.071,521856.488,11913.601,pytorch,float32,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,2.005,5.43,3
float32-sdpa,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.096,0.0274042873382568,36.529,551558.83,11861.465,pytorch,float32,Unquantized,SDPA,No Kernel,GPTNeoXForCausalLM,1.821,5.43,3
float16-eager,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.044,0.0271288967132568,37.12,672914.56,6148.784,pytorch,float16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.746,5.43,3
bfloat16-eager,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.04,0.0265594882965087,37.555,668148.683,6148.784,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.716,5.43,3
float16-fa2,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.036,0.0227010555267333,43.539,733570.271,6150.076,pytorch,float16,Unquantized,FAv2,No Kernel,GPTNeoXForCausalLM,1.469,5.43,3
bfloat16-fa2,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.032,0.0228719997406005,43.798,747821.423,6150.076,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPTNeoXForCausalLM,1.472,5.43,3
bfloat16-sdpa,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.032,0.0209254398345947,47.448,781195.428,6124.22,pytorch,bfloat16,Unquantized,SDPA,No Kernel,GPTNeoXForCausalLM,1.357,5.43,3
float16-sdpa,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.036,0.0208076801300048,47.734,764633.256,6124.22,pytorch,float16,Unquantized,SDPA,No Kernel,GPTNeoXForCausalLM,1.354,5.43,3
4bit-awq-gemm-eager,EleutherAI/gpt-neo-1.3B,0.132,0.121744384765625,8.19,122833.9,1232.776,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTNeoForCausalLM,7.826,5.33,1
4bit-awq-gemm-fa2,EleutherAI/gpt-neo-1.3B,0.129,0.1192816619873047,8.381,125242.087,1232.775,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTNeoForCausalLM,7.647,5.33,1
8bit-bnb-eager,EleutherAI/gpt-neo-1.3B,0.071,0.0712028121948242,13.966,377487.583,1668.145,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTNeoForCausalLM,4.582,5.33,1
8bit-bnb-eager,EleutherAI/gpt-neo-1.3B,0.072,0.0708474884033203,14.032,379357.131,1664.865,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTNeoForCausalLM,4.564,5.33,1
8bit-bnb-fa2,EleutherAI/gpt-neo-1.3B,0.068,0.0678133735656738,14.713,398845.978,1663.07,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTNeoForCausalLM,4.363,5.33,1
8bit-bnb-fa2,EleutherAI/gpt-neo-1.3B,0.067,0.0674703369140625,14.747,391044.477,1666.097,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTNeoForCausalLM,4.346,5.33,1
4bit-gptq-exllama-v1-eager,EleutherAI/gpt-neo-1.3B,0.076,0.0633876495361328,15.737,234937.595,1168.468,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTNeoForCausalLM,4.071,5.33,1
4bit-gptq-exllama-v2-eager,EleutherAI/gpt-neo-1.3B,0.076,0.0632831993103027,15.764,234538.365,1168.468,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTNeoForCausalLM,4.073,5.33,1
4bit-gptq-exllama-v1-fa2,EleutherAI/gpt-neo-1.3B,0.069,0.0570900497436523,17.504,245620.166,1168.467,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTNeoForCausalLM,3.667,5.33,1
4bit-gptq-exllama-v2-fa2,EleutherAI/gpt-neo-1.3B,0.069,0.0570767364501953,17.505,245126.712,1168.467,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTNeoForCausalLM,3.668,5.33,1
4bit-bnb-eager,EleutherAI/gpt-neo-1.3B,0.078,0.0440227508544921,22.75,607805.859,1117.748,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTNeoForCausalLM,2.854,5.33,1
4bit-bnb-fa2,EleutherAI/gpt-neo-1.3B,0.067,0.0393809928894043,25.386,647669.73,1117.617,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTNeoForCausalLM,2.549,5.33,1
4bit-bnb-eager,EleutherAI/gpt-neo-1.3B,0.074,0.0334970893859863,29.697,745127.554,1174.006,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTNeoForCausalLM,2.196,5.33,1
4bit-bnb-fa2,EleutherAI/gpt-neo-1.3B,0.066,0.0299837436676025,33.147,823164.286,1173.875,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTNeoForCausalLM,1.967,5.33,1
4bit-awq-gemm-eager,EleutherAI/gpt-neo-1.3B,0.034,0.0240742397308349,41.576,1075263.308,1082.823,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTNeoForCausalLM,1.546,5.33,1
4bit-awq-gemm-fa2,EleutherAI/gpt-neo-1.3B,0.028,0.0204144649505615,49.128,1242763.637,1080.156,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTNeoForCausalLM,1.319,5.33,1
4bit-awq-gemv-eager,EleutherAI/gpt-neo-1.3B,0.034,0.018398208618164,54.494,1367963.622,1082.823,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,GPTNeoForCausalLM,1.196,5.33,1
4bit-awq-gemv-eager,EleutherAI/gpt-neo-1.3B,0.034,0.0184668159484863,54.727,1340678.008,1082.823,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,GPTNeoForCausalLM,1.187,5.33,1
float16-eager,EleutherAI/gpt-neo-1.3B,0.027,0.0182359037399292,55.014,1077523.419,2877.809,pytorch,float16,Unquantized,Eager,No Kernel,GPTNeoForCausalLM,1.178,5.33,1
bfloat16-eager,EleutherAI/gpt-neo-1.3B,0.025,0.018004991531372,55.529,1112544.588,2877.809,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTNeoForCausalLM,1.16,5.33,1
float16-eager,EleutherAI/gpt-neo-1.3B,0.027,0.0175513591766357,57.007,1107539.274,2885.485,pytorch,float16,Unquantized,Eager,No Kernel,GPTNeoForCausalLM,1.133,5.33,1
bfloat16-eager,EleutherAI/gpt-neo-1.3B,0.025,0.017555456161499,57.264,1127518.034,2885.485,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTNeoForCausalLM,1.125,5.33,1
4bit-awq-exllama-v1-eager,EleutherAI/gpt-neo-1.3B,0.238,0.017547264099121,57.433,1432252.297,1083.495,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPTNeoForCausalLM,1.34,5.33,1
float32-eager,EleutherAI/gpt-neo-1.3B,0.053,0.0171509761810302,58.068,952935.771,5626.042,pytorch,float32,Unquantized,Eager,No Kernel,GPTNeoForCausalLM,1.137,5.33,1
float32-eager,EleutherAI/gpt-neo-1.3B,0.053,0.0170408964157104,58.603,976360.673,5623.661,pytorch,float32,Unquantized,Eager,No Kernel,GPTNeoForCausalLM,1.128,5.33,1
4bit-awq-exllama-v2-eager,EleutherAI/gpt-neo-1.3B,0.031,0.0171059198379516,58.868,1469708.809,1119.937,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPTNeoForCausalLM,1.102,5.33,1
4bit-awq-exllama-v2-eager,EleutherAI/gpt-neo-1.3B,0.031,0.0166727676391601,59.404,1537209.433,1119.937,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPTNeoForCausalLM,1.088,5.33,1
4bit-awq-exllama-v1-eager,EleutherAI/gpt-neo-1.3B,0.238,0.016835072517395,59.749,1408831.19,1083.495,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPTNeoForCausalLM,1.298,5.33,1
4bit-gptq-exllama-v1-eager,EleutherAI/gpt-neo-1.3B,0.031,0.0163071994781494,60.741,1387410.026,1117.181,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTNeoForCausalLM,1.068,5.33,1
4bit-gptq-exllama-v2-eager,EleutherAI/gpt-neo-1.3B,0.031,0.0160921592712402,61.829,1425995.824,1117.181,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTNeoForCausalLM,1.049,5.33,1
bfloat16-fa2,EleutherAI/gpt-neo-1.3B,0.019,0.0148019199371337,67.999,1271486.019,2876.218,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPTNeoForCausalLM,0.951,5.33,1
float16-fa2,EleutherAI/gpt-neo-1.3B,0.022,0.0143278083801269,68.779,1251071.8,2876.218,pytorch,float16,Unquantized,FAv2,No Kernel,GPTNeoForCausalLM,0.934,5.33,1
4bit-awq-gemv-fa2,EleutherAI/gpt-neo-1.3B,0.03,0.0140011520385742,70.428,1664994.165,1080.156,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,GPTNeoForCausalLM,0.924,5.33,1
4bit-awq-gemv-fa2,EleutherAI/gpt-neo-1.3B,0.03,0.0139735040664672,70.639,1657965.721,1080.156,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,GPTNeoForCausalLM,0.922,5.33,1
float16-fa2,EleutherAI/gpt-neo-1.3B,0.021,0.0137256956100463,71.824,1281239.36,2884.409,pytorch,float16,Unquantized,FAv2,No Kernel,GPTNeoForCausalLM,0.894,5.33,1
bfloat16-fa2,EleutherAI/gpt-neo-1.3B,0.019,0.0137031679153442,72.486,1305524.665,2884.409,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPTNeoForCausalLM,0.886,5.33,1
4bit-awq-exllama-v2-fa2,EleutherAI/gpt-neo-1.3B,0.026,0.0139182081222534,72.622,1811716.265,1118.11,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPTNeoForCausalLM,0.9,5.33,1
4bit-awq-exllama-v1-fa2,EleutherAI/gpt-neo-1.3B,0.234,0.0135362558364868,73.89,1754418.738,1081.668,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPTNeoForCausalLM,1.086,5.33,1
4bit-gptq-exllama-v2-fa2,EleutherAI/gpt-neo-1.3B,0.026,0.0135203838348388,74.572,1754539.263,1115.382,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTNeoForCausalLM,0.874,5.33,1
4bit-awq-exllama-v2-fa2,EleutherAI/gpt-neo-1.3B,0.026,0.0133201923370361,74.595,1838498.63,1118.11,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPTNeoForCausalLM,0.868,5.33,1
4bit-gptq-exllama-v1-fa2,EleutherAI/gpt-neo-1.3B,0.026,0.0135925760269165,74.661,1747040.939,1115.382,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTNeoForCausalLM,0.88,5.33,1
4bit-awq-exllama-v1-fa2,EleutherAI/gpt-neo-1.3B,0.234,0.0130795516967773,75.578,1708529.37,1081.668,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPTNeoForCausalLM,1.066,5.33,1
4bit-awq-gemm-eager,stabilityai/stablelm-2-1_6b,0.139,0.1308436431884765,7.629,115315.606,1763.595,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,StableLmForCausalLM,8.397,5.22,1
4bit-awq-gemm-fa2,stabilityai/stablelm-2-1_6b,0.136,0.129438720703125,7.714,116259.561,1763.594,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,StableLmForCausalLM,8.302,5.22,1
4bit-awq-gemm-sdpa,stabilityai/stablelm-2-1_6b,0.136,0.1289318389892578,7.745,115952.914,1763.594,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,StableLmForCausalLM,8.268,5.22,1
8bit-bnb-eager,stabilityai/stablelm-2-1_6b,0.081,0.0798873596191406,12.435,326365.292,2304.883,pytorch,float16,BnB.8bit,Eager,No Kernel,StableLmForCausalLM,5.144,5.22,1
8bit-bnb-sdpa,stabilityai/stablelm-2-1_6b,0.081,0.0804024353027343,12.507,334878.233,2305.936,pytorch,float16,BnB.8bit,SDPA,No Kernel,StableLmForCausalLM,5.086,5.22,1
8bit-bnb-fa2,stabilityai/stablelm-2-1_6b,0.08,0.0793077774047851,12.522,335556.164,2305.936,pytorch,float16,BnB.8bit,FAv2,No Kernel,StableLmForCausalLM,5.102,5.22,1
4bit-gptq-exllama-v2-eager,stabilityai/stablelm-2-1_6b,0.073,0.0606361618041992,16.489,235721.499,1723.273,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,StableLmForCausalLM,3.894,5.22,1
4bit-gptq-exllama-v1-eager,stabilityai/stablelm-2-1_6b,0.073,0.0606126098632812,16.491,236219.698,1723.273,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,StableLmForCausalLM,3.893,5.22,1
4bit-gptq-exllama-v2-sdpa,stabilityai/stablelm-2-1_6b,0.071,0.060399616241455,16.55,234765.196,1723.272,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,StableLmForCausalLM,3.877,5.22,1
4bit-gptq-exllama-v1-sdpa,stabilityai/stablelm-2-1_6b,0.071,0.0603873291015625,16.556,237532.319,1723.272,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,StableLmForCausalLM,3.875,5.22,1
4bit-gptq-exllama-v1-fa2,stabilityai/stablelm-2-1_6b,0.071,0.0603473930358886,16.566,233834.647,1723.272,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,StableLmForCausalLM,3.873,5.22,1
4bit-gptq-exllama-v2-fa2,stabilityai/stablelm-2-1_6b,0.071,0.0603269119262695,16.573,234934.62,1723.272,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,StableLmForCausalLM,3.872,5.22,1
4bit-bnb-eager,stabilityai/stablelm-2-1_6b,0.071,0.0465397758483886,21.043,541247.024,1658.308,pytorch,float16,BnB.4bit,Eager,No Kernel,StableLmForCausalLM,3.022,5.22,1
4bit-bnb-fa2,stabilityai/stablelm-2-1_6b,0.068,0.0448235855102539,21.99,549706.81,1658.307,pytorch,float16,BnB.4bit,FAv2,No Kernel,StableLmForCausalLM,2.925,5.22,1
4bit-bnb-sdpa,stabilityai/stablelm-2-1_6b,0.068,0.0449075202941894,22.037,562825.384,1658.307,pytorch,float16,BnB.4bit,SDPA,No Kernel,StableLmForCausalLM,2.925,5.22,1
4bit-awq-gemv-eager,stabilityai/stablelm-2-1_6b,0.032,0.0206484479904174,47.952,1125856.499,1580.355,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,StableLmForCausalLM,1.344,5.22,1
4bit-awq-gemv-fa2,stabilityai/stablelm-2-1_6b,0.032,0.0204881916046142,48.901,1180647.361,1580.223,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,StableLmForCausalLM,1.322,5.22,1
bfloat16-eager,stabilityai/stablelm-2-1_6b,0.023,0.0200673274993896,49.11,1013202.219,3474.148,pytorch,bfloat16,Unquantized,Eager,No Kernel,StableLmForCausalLM,1.305,5.22,1
float16-eager,stabilityai/stablelm-2-1_6b,0.024,0.0198400001525878,49.842,1001450.632,3474.148,pytorch,float16,Unquantized,Eager,No Kernel,StableLmForCausalLM,1.285,5.22,1
4bit-awq-exllama-v2-fa2,stabilityai/stablelm-2-1_6b,0.029,0.0199572477340698,49.893,1256415.71,1603.063,pytorch,float16,AWQ.4bit,FAv2,No Kernel,StableLmForCausalLM,1.292,5.22,1
float32-eager,stabilityai/stablelm-2-1_6b,0.052,0.0199413757324218,50.532,852398.352,6904.486,pytorch,float32,Unquantized,Eager,No Kernel,StableLmForCausalLM,1.301,5.22,1
4bit-awq-exllama-v1-eager,stabilityai/stablelm-2-1_6b,0.236,0.0193095684051513,51.111,1203094.627,1578.808,pytorch,float16,AWQ.4bit,Eager,No Kernel,StableLmForCausalLM,1.464,5.22,1
4bit-awq-exllama-v2-eager,stabilityai/stablelm-2-1_6b,0.029,0.0191165437698364,51.987,1233378.266,1603.063,pytorch,float16,AWQ.4bit,Eager,No Kernel,StableLmForCausalLM,1.242,5.22,1
float16-fa2,stabilityai/stablelm-2-1_6b,0.021,0.0191365127563476,52.486,1061449.978,3474.148,pytorch,float16,Unquantized,FAv2,No Kernel,StableLmForCausalLM,1.224,5.22,1
bfloat16-fa2,stabilityai/stablelm-2-1_6b,0.02,0.0186040325164794,53.19,1050788.13,3474.148,pytorch,bfloat16,Unquantized,FAv2,No Kernel,StableLmForCausalLM,1.2,5.22,1
